NPS_Grupo;COMENTARIO_NPS;TACTICO;1ERA CAUSA RAIZ
Promotor;Es buena la conexion a la red y cumple con la necesidad de rendimiento ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;precio;CONVENIENCIA;Precio
Promotor;Ya van 3 meses que se equivocan con los importes que debo abonar incluso una factura sobre un producto que no vomite ni me instalaron, pero las personas que me atendieron, siempre solucionaron los problems ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Precio;CONVENIENCIA;Precio
Promotor;Excelente atencion humana;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Los montos son muy caros.. estoy pagando mas de 55 mil pesos mensuales por mi abono.. soy un cliente de personal desde el ano 2003... montones de veces me llamaron de otras empresas para cambiarme y les dije que no.. pero ahora lo estoy pensando ... siento que no cuidan al cliente de muchos anos y se consentran mas por conseguir nuevas lineas llenas de beneficios y poco para el que permanese en esta empresa... en el caso mio mas de 21 anos;CONVENIENCIA;Precio
Promotor;por la senal;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;aumentos y no poder pasar gb entre mis lineas, promocion otras empresas;CONVENIENCIA;Planes
Promotor;Excelente servicio y muy buena atencion. ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Valor muy caro para el servicio que presta;CONVENIENCIA;Precio
Promotor;Muy bueno que sea asi para poder acceder a un telefono movil ;CONVENIENCIA;Planes
Promotor;Depende de ellos;CONVENIENCIA;Precio
Promotor;El buen servicio ;CONVENIENCIA;Promociones
Promotor;Queces excelente;CONVENIENCIA;Promociones
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;es buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Las tarifas;CONVENIENCIA;Precio
Pasivo;Exelente ;RELACIONAMIENTO;Atencion a Clientes
Promotor;atencion y eficiencia;RELACIONAMIENTO;Atencion a Clientes
Detractor;Aumentaron un servicio que no tebgo y la frecuebcia de la fibra  y del cabld en hidakgo es PESIMA cobran lo que no te go ;RELACIONAMIENTO;Atencion a Clientes
Promotor;buena cobertura;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;es accesible y buena cobertura;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buenos pack y wifipass ;CONVENIENCIA;Promociones
Promotor;MUY, BUENA. *** 10 ***.  M I L Y.;CONVENIENCIA;Planes
Promotor;Calidad y Eficiencia del servicio y Resolucion de problemas del cliente ;CONVENIENCIA;Precio
Promotor;Estoy muy conforme con la atencion y el servicio que brinda Personal.;RELACIONAMIENTO;Atencion a Clientes
Promotor;Tengo un plan de abono bueno ;CONVENIENCIA;Planes
Promotor;xq tiene buena senal ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Los planes se volvieron malos.;CONVENIENCIA;Precio
Detractor;Es muy abusivo el aumento todos los mesesq relaliza personal comparado con otras empresas ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Buen servicio en general ;CONVENIENCIA;Beneficios
Promotor;;CONVENIENCIA;Precio
Promotor;ok;RELACIONAMIENTO;Atencion a Clientes
Detractor;Esta muy caro respecto de la competencia;CONVENIENCIA;Precio
Detractor;No tiene buena senal ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Sin whifi en casa, teniendo que esperar por ano y medio la fibra optica,  llamando cada 72 horas para que me carguen dstos para utilizar el movil de modem,  dejan de prestar ese servicio sin previo aviso obligandome a renunciar y buscar otra compania;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Precio y asistencia tecnica ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Carisimos ;CONVENIENCIA;Precio
Promotor;Conectado 100%,todo el tiempo,y lindas promociones,cuando tenes problemas,solucion inmediata;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;el representante es una pieza clave para el bienestar del cliente y en este caso fue excelente educado y al servicio del cliente ;RELACIONAMIENTO;Atencion a Clientes
Detractor;el servicio es mediocre. suelo estar sin senal en el microcentro, en urquiza y en cordoba;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Es bueno el servicio pero siempre hay que estar atenta a las promociones sino se termina pagando demasiado;RELACIONAMIENTO;Atencion a Clientes
Pasivo;ultimamente me anda bastante mal se queda sin internet;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Estuve de viaje del jueves al sabado. Trabajo y no tuve senal ni internet y habia antena cerca. Un desastre total. Y encima me aumentan los voy a mandar alcarajo;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Pesima atencion al cliente ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Muy buen servicio y muy buena atencion para el cliente ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Politicas de la Empresa Personal. Unificar facturacion movil y flow sin aviso ni AUTORIZACIoN. de la titular;RELACIONAMIENTO;Facturacion y Pago 
Pasivo;Destaco mi conformidad con el servicio tecnico ofrecido, pero rechazo totalmente el sistema de facturacion de la compania ya que me obliga a aceptar nuevos incrementos cada tanto, hasta que mi protesta se haga efectiva. Estos incrementos constituyen sorpresas desagradables.s;RELACIONAMIENTO;Facturacion y Pago 
Promotor;tengo buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Detractor;por que se me corta el internet acada rato y no me ponen fibra optica en mi casa y ahora me cortaron el servicio y aun sigo pagando por nada;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;CONVENIENCIA;Promociones
Detractor;Es muy caro con respecto a la compania y las promociones de gigas que dan. Yo ya les he llevado muuchos clientes y asi y todo los beneficios que twngo son pocos, pero igual los recomendaria;CONVENIENCIA;Promociones
Detractor;El precio alto del abono;CONVENIENCIA;Precio
Promotor;Jamas me quedo sin datos y puedo hacer llamada donde desee hacerla.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Tengo mas cobertura que otras companias ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;La pesima atencion de la vendedora del local perdonal de lomas de zamora sobre avda H. Irigoyen;RELACIONAMIENTO;Atencion a Clientes
Promotor;estoy en general conforme;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Atencion buena. Buenos precios. Le bajo solamente porque a veces se me desconecta 4g incluso en lugares centricos.;RELACIONAMIENTO;Atencion a Clientes
Promotor;Por que no puedo comunicarme con unrepresentante;RELACIONAMIENTO;Atencion a Clientes
Promotor;Cuando pudiera lelgar a tener un inconveniente me lo resuelven;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen servicio, buena atencion.;RELACIONAMIENTO;Atencion a Clientes
Promotor;MUY BUEN SERVICIO;RELACIONAMIENTO;Atencion a Clientes
Promotor;La exelente atencion y servicio e mejor;RELACIONAMIENTO;Atencion a Clientes
Pasivo;servicio caro, buen descuento pero caro el precio de lista;CONVENIENCIA;Precio
Pasivo;Muy caro;CONVENIENCIA;Precio
Promotor;Bueno ;CONVENIENCIA;Promociones
Detractor;FALLA EN MUCHOS LUGARES, NO HAY SEnAL.;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Me parece muy bueno;CONVENIENCIA;Precio
Pasivo;Cada vez que necesite un service, me atendieron. A veces tardaron un poco. Pero siempre me solucionaron el problema.;RELACIONAMIENTO;Atencion a Clientes
Pasivo;por ser jubilado se me hace dificil por el monto a pagar que vienen ya que  tengo 3 telefonos mas cable y internet que este mes me suma un monto de $47.397,73.- me parece que ya es mucho para mi presupuesto de jubilado. ;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Por mi experiencia ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Muy buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Internet lento;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;CONVENIENCIA;Promociones
Pasivo;Faltaria mejorar la calidad del volte en llamadas, a veces se escucha distorsionada la voz, tambien que habiliten cobertura 3g o 2g, para que en aquellas zonas donde el 4g no llega bien, se complemente con las otras senales;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Detractor;Precio alto ;CONVENIENCIA;Precio
Promotor;La.atenciin recibida;RELACIONAMIENTO;Atencion a Clientes
Detractor;mala senal, muy pobre. cuatro g pintado en la propaganda;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;mala senal y muy caro el servicio;CONVENIENCIA;Precio
Detractor;Nunca resuelven mis problemas;RELACIONAMIENTO;Atencion a Clientes
Detractor;Nunca me atendieron y me estan cobrando  en la factura 2 servicios que nunca contrate.;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Tarifas en aumento continuo ;CONVENIENCIA;Precio
Promotor;SERVICIO;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Que estoy conforme con el servicio y costo;CONVENIENCIA;Precio
Promotor;Promociones y descuentos ;CONVENIENCIA;Promociones
Promotor;Muy buen servicio.....siempre tiene senal ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Me quedo sin senal en plena capital federal. Antes ya sabia que en el sur de Argentina funciona mejor Movistar o en el Norte Claro pero ultimamente me quedo sin senal o con muy poca en todos lados. ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Servicio y atencion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Se cae muchas veces el 4g y me quedo sin datos;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;El servicio no es Bueno y el costo muy alto;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;una porqueria malo servico lento internet mucho mas caro que claro que da lo mismo por menos plata lo estoy pensando porque no hay plata tampoco es una pioridad;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Buena senal d datos moviles y buen servicio;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Estan aumentando mucho los precios ;CONVENIENCIA;Precio
Pasivo;Costos muy elevados;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Mi abono mensual era de 4500 pesos  y ahora tengo que pagar 10700 pesos  ;CONVENIENCIA;Precio
Pasivo;muy buen servicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;El cual, pago 3gb que se me acaban en el dia y pago 6mil pesos por mes;CONVENIENCIA;Packs
Pasivo;YO compre un Plan Empresas de 5 moviles y ahora Personal cambio las condiciones y a este numero y los otros 4 los toma como lineas particulares.;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Hay lugares que me quedo sin senal;CONVENIENCIA;Precio
Promotor;No tuve problemas de funcionamiento;RELACIONAMIENTO;Atencion a Clientes
Detractor;Muy mal servicio y senal tanto en capital como la costa;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente servicio ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Buen servicio ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Por que presta un buen servicio ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Carisimo y muy mala el internet microcortes permanente ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Tarifas muy altas.;CONVENIENCIA;Precio
Detractor;Muy mala senal de telefono;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Para el celular hay zonas que no tengo internet;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Soy abonado muy antiguo y siempre tuve muy buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Siemprw rengo problema con la facturacion de mi abono;RELACIONAMIENTO;Facturacion y Pago 
Promotor;Tengo mi linea personal desde que  aosrecieron los celulares, estuve en lugares inhospitos donde nadie tenia senal y yo orgullosa con mi personal con senal sentada en el techo de una cabina de camion hablando con mis seres queridos.personal te salva donde sea.;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Rste mes vino la factura 144 mil pesos,  me quiero dar la baja sl servicio, veo que le dan combos y atenciones a los nuevos y a mi y familia ninguna. Como debo dar la baja? O que me ofrecen para seguir con personal;CONVENIENCIA;Precio
Promotor;X la atencion exelente;RELACIONAMIENTO;Atencion a Clientes
Detractor;Incremento desmedido y poca senal de linea. ;CONVENIENCIA;Precio
Promotor;Me resolvieron el problema;RELACIONAMIENTO;Atencion a Clientes
Pasivo;El abono esta muy caro ultimamente;CONVENIENCIA;Precio
Detractor;Caro;CONVENIENCIA;Promociones
Detractor;No anda el internet ;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Llamas por telefono para que tu plan salga menos te dicen que vas a pagar un monto y es un engano...pedi que alguien se comunicara con migo para solucionarlo y nunca lo hicieron son unos estafadores..;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Es buena ;CONVENIENCIA;Precio
Promotor;Excelente atencion y rapidez en la resolucion de mi gestion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;10;RELACIONAMIENTO;Atencion a Clientes
Detractor;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Facil explicacion del personal y las cuotas ;RELACIONAMIENTO;Atencion a Clientes
Detractor;caro;CONVENIENCIA;Precio
Promotor;Capacitada, amable, responsable, profesional y PACIENCIA!;RELACIONAMIENTO;Atencion a Clientes
Detractor;No contesto;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Por q el costo es muy caro ;CONVENIENCIA;Precio
Promotor;Muy buen servicio.....;RELACIONAMIENTO;Atencion a Clientes
Pasivo;PRECIO DEL ABONO ELEVADO;RELACIONAMIENTO;Facturacion y Pago 
Promotor;;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;CONVENIENCIA;Promociones
Promotor; buen servicio buen precio;CONVENIENCIA;Precio
Detractor;Estoy pagando muy caro;CONVENIENCIA;Precio
Promotor;Excelente atencion y solucion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Nunca me resuelven ningun problema;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Es buena el plan que te dan mas el pago esta alcansable;CONVENIENCIA;Planes
Pasivo;Buena predisposicion en la atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Todo bien ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Es bueno siempre hay senal ;RELACIONAMIENTO;Atencion a Clientes
Pasivo;La facturacion no es muy alta;CONVENIENCIA;Precio
Pasivo;es poco?;CONVENIENCIA;Packs
Pasivo;Porque las voletas llegan en fecha con aumento pero llegan ;RELACIONAMIENTO;Atencion a Clientes
Detractor;No se ofendan pero en lo unico que mejoran es en cobrar mas hacer gastar los datos y romper la paciencia gracias;CONVENIENCIA;Precio
Promotor;La ATENCION;RELACIONAMIENTO;Atencion a Clientes
Promotor;;CONVENIENCIA;Beneficios
Detractor;No pueden pagar el abono , el servicio es exelente ;CONVENIENCIA;Precio
Detractor;Se interrumpe a cada rato sin senal;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Bastante bien;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;El precio del servicio;CONVENIENCIA;Planes
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;buen funcionamiento;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Porque cambie para mejorar el abono y me vino carisimo . Tengo otra Lira de claro y es la mitad del abono que cobra personal;RELACIONAMIENTO;Facturacion y Pago 
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Promotor;Muy buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Promotor;Estoy conforme con la atencion recibida ;RELACIONAMIENTO;Atencion a Clientes
Detractor;No sirve;CONVENIENCIA;Precio
Promotor;Rapidez ;CONVENIENCIA;Beneficios
Detractor;Senal defectuosa en Flores. No sd guardan gb de una facturacion a la otra.;CONVENIENCIA;Packs
Detractor;Muy alto el valor de la factura ;CONVENIENCIA;Precio
Pasivo;Muy buena atencion ;RELACIONAMIENTO;Atencion a Clientes
Detractor;Mala senal ,costo servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Excelente servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;;RELACIONAMIENTO;Atencion a Clientes
Pasivo;.;CONVENIENCIA;Precio
Detractor;Estoy teniendo problemas siempre de comunicarme con otros telefonos;SERVICIO;La calidad y funcionamiento del Servicio
Promotor;Por las promociones que poseen;CONVENIENCIA;Promociones
Promotor;Muy buena;RELACIONAMIENTO;Atencion a Clientes
Promotor;Muy buena atencion;RELACIONAMIENTO;Atencion a Clientes
Promotor;Me va muy bien;RELACIONAMIENTO;Atencion a Clientes
Promotor;Estoy muy conforme con el sercicio;RELACIONAMIENTO;Atencion a Clientes
Detractor;Me modificaron el plan de las lineas sin haberlo solicitado y no lo pude anular con el ayudante virtual;RELACIONAMIENTO;Atencion a Clientes
Promotor;Calidad servicio;SERVICIO;La calidad y funcionamiento del Servicio
Detractor;Caro el abono;CONVENIENCIA;Precio
Promotor;Es q el plan con bonificcion es bueno;RELACIONAMIENTO;Atencion a Clientes
Detractor;X mala senal;CONVENIENCIA;Precio
Promotor;Muy buen servicio ;SERVICIO;La calidad y funcionamiento del Servicio
Pasivo;Muy buens;CONVENIENCIA;Planes
Promotor;Muy bien servicio;RELACIONAMIENTO;Atencion a Clientes
Pasivo;Eficiencia aunque caro;CONVENIENCIA;Precio
Pasivo;Esta bien, pero hay mejores;CONVENIENCIA;Precio
Detractor;Es carisima y tiene pocos gigas ;CONVENIENCIA;Precio
